,prix,kilometrage,energie,capacite,cO2,transmission,portes,CV,date
727,20290.0,59648.0,Diesel,,144.0,Automatique,4.0,10.0,
728,13990.0,93920.0,Diesel,,131.0,Manuelle,4.0,7.0,
729,17990.0,68632.0,Essence,,129.0,Manuelle,4.0,8.0,
730,25190.0,54535.0,Diesel,,100.0,Automatique,4.0,7.0,
731,11490.0,27070.0,Essence,,119.0,Manuelle,4.0,5.0,
732,7990.0,124367.0,Diesel,,128.0,Manuelle,4.0,6.0,
733,14990.0,151702.0,Diesel,,147.0,Automatique,4.0,12.0,
734,19590.0,42802.0,Diesel,,99.0,Automatique,4.0,5.0,
735,6990.0,96985.0,,,,Automatique,4.0,3.0,
736,14790.0,28396.0,Essence,,120.0,Manuelle,4.0,7.0,
737,17990.0,49146.0,,,87.0,Automatique,4.0,4.0,
738,4490.0,150198.0,Essence,,114.0,Manuelle,2.0,4.0,
739,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
740,12690.0,31630.0,Diesel,,124.0,Manuelle,4.0,6.0,
741,14990.0,25677.0,Essence,,120.0,Manuelle,4.0,7.0,
742,11990.0,114486.0,Diesel,,108.0,Manuelle,4.0,6.0,
743,19490.0,60940.0,Diesel,,144.0,Automatique,4.0,10.0,
744,20990.0,38306.0,Essence,,120.0,Automatique,4.0,7.0,
745,9490.0,21715.0,Essence,,93.0,Manuelle,4.0,4.0,
746,9790.0,19782.0,Essence,,93.0,Manuelle,4.0,4.0,
747,11490.0,70490.0,Essence,,167.0,Manuelle,2.0,8.0,
748,13490.0,80812.0,Essence,,144.0,Automatique,4.0,11.0,
749,6490.0,81520.0,,,,Automatique,4.0,3.0,
750,17490.0,26494.0,Essence,,103.0,Manuelle,4.0,7.0,
751,17890.0,20350.0,Essence,,108.0,Manuelle,4.0,7.0,
752,17890.0,21536.0,Essence,,103.0,Manuelle,4.0,7.0,
753,10190.0,6144.0,Essence,,100.0,Manuelle,4.0,4.0,
754,13990.0,107760.0,Diesel,,99.0,Automatique,2.0,7.0,
755,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
756,19490.0,5937.0,Essence,,103.0,Manuelle,4.0,7.0,
757,22490.0,22835.0,Essence,,117.0,Manuelle,4.0,7.0,
758,6990.0,110524.0,Diesel,,109.0,Manuelle,4.0,4.0,
759,13490.0,66788.0,Diesel,,104.0,Manuelle,4.0,6.0,
760,16690.0,20730.0,Diesel,,123.0,Manuelle,4.0,6.0,
761,11490.0,68224.0,Diesel,,104.0,Manuelle,4.0,6.0,
762,15890.0,13760.0,Diesel,,116.0,Manuelle,4.0,7.0,
763,19990.0,53366.0,Diesel,,129.0,Automatique,4.0,7.0,
764,24490.0,32562.0,Diesel,,113.0,Automatique,4.0,6.0,
765,25190.0,15671.0,Diesel,,113.0,Automatique,4.0,6.0,
766,19790.0,24332.0,Essence,,130.0,Manuelle,4.0,7.0,
767,21990.0,51160.0,Diesel,,99.0,Automatique,4.0,6.0,
768,34890.0,8222.0,Essence,,118.0,Automatique,4.0,8.0,
769,34990.0,8137.0,Essence,,123.0,Automatique,4.0,8.0,
770,34990.0,5739.0,Essence,,118.0,Automatique,4.0,8.0,
771,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
772,14500.0,132000.0,Diesel,5.0,133.0,Automatique,4.0,11.0,2011.0
773,3790.0,230000.0,Diesel,,,Manuelle,4.0,,2004.0
774,1990.0,163000.0,Essence,5.0,160.0,Manuelle,4.0,7.0,2004.0
775,2390.0,131000.0,Essence,5.0,144.0,Manuelle,4.0,5.0,2006.0
776,2490.0,99720.0,Essence,5.0,,Manuelle,4.0,9.0,1991.0
777,2490.0,172000.0,Diesel,5.0,142.0,Manuelle,4.0,6.0,2003.0
778,2490.0,95400.0,Essence,5.0,164.0,Manuelle,4.0,5.0,2006.0
779,2490.0,136000.0,Essence,5.0,,Manuelle,4.0,10.0,1994.0
780,2590.0,169300.0,Diesel,5.0,158.0,Manuelle,4.0,8.0,2006.0
781,3490.0,286400.0,Diesel,6.0,248.0,Automatique,4.0,12.0,2008.0
782,1490.0,161500.0,Diesel,5.0,130.0,Manuelle,2.0,4.0,2008.0
783,4490.0,242000.0,Diesel,5.0,,Automatique,,,
784,600.0,32002.0,Diesel,5.0,164.0,Manuelle,2.0,5.0,1999.0
785,6500.0,111500.0,Diesel,7.0,135.0,Automatique,4.0,6.0,2010.0
786,12700.0,20000.0,Essence,,,Manuelle,,,2019.0
787,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
788,3790.0,195500.0,Diesel,5.0,,Manuelle,5.0,110.0,2007.0
789,8790.0,70250.0,Essence,5.0,,Manuelle,5.0,90.0,2016.0
790,7990.0,49615.0,Essence,4.0,,Automatique,5.0,69.0,2017.0
791,6490.0,191263.0,Diesel,5.0,,Automatique,5.0,150.0,2011.0
792,39999.0,500.0,Diesel,7.0,,Automatique,4.0,7.0,
793,10995.0,29801.0,Essence,,,Manuelle,4.0,4.0,
794,18199.0,10363.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
795,19999.0,17394.0,Diesel,5.0,,Automatique,4.0,6.0,2018.0
796,22499.0,17376.0,Essence,5.0,,Automatique,4.0,7.0,2019.0
797,12995.0,99847.0,Diesel,7.0,,Manuelle,4.0,9.0,
798,13495.0,1500.0,Essence,5.0,,Manuelle,4.0,4.0,2020.0
799,19190.0,2500.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
800,20900.0,4800.0,Essence,5.0,,Automatique,4.0,7.0,2019.0
801,23290.0,3500.0,Essence,5.0,103.0,Automatique,4.0,7.0,2020.0
802,28995.0,28230.0,Diesel,5.0,,Automatique,4.0,9.0,
803,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
804,9999.0,81427.0,Diesel,5.0,,Manuelle,4.0,4.0,2016.0
805,11799.0,69670.0,Essence,5.0,,Manuelle,4.0,4.0,2017.0
806,14499.0,60100.0,Diesel,5.0,,Manuelle,4.0,5.0,2018.0
807,15799.0,9187.0,Essence,5.0,,Manuelle,4.0,4.0,2019.0
808,18799.0,15697.0,Essence,5.0,,Manuelle,4.0,6.0,2019.0
809,19999.0,10769.0,Essence,5.0,,Automatique,4.0,6.0,2019.0
810,22590.0,7500.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
811,26999.0,2697.0,Electrique,5.0,,Automatique,4.0,4.0,
812,11999.0,70372.0,Diesel,5.0,,Manuelle,4.0,5.0,2013.0
813,20599.0,16930.0,Essence,5.0,,Manuelle,4.0,6.0,
814,30999.0,8406.0,Essence,5.0,,Automatique,4.0,7.0,
815,12799.0,27305.0,Diesel,5.0,,Manuelle,4.0,4.0,2017.0
816,19499.0,9450.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
817,19499.0,15127.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
818,19499.0,3190.0,Essence,5.0,,Manuelle,4.0,5.0,
819,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
820,19499.0,6081.0,Essence,5.0,,Manuelle,4.0,5.0,
821,23999.0,10831.0,Essence,5.0,,Manuelle,4.0,6.0,
822,27599.0,7000.0,Essence,5.0,,Manuelle,4.0,7.0,2020.0
823,30299.0,7000.0,Diesel,5.0,,Automatique,4.0,6.0,
824,32799.0,4053.0,Essence,5.0,,Automatique,4.0,7.0,2020.0
825,19890.0,13011.0,Essence,5.0,107.0,Manuelle,4.0,5.0,2020.0
826,16990.0,35402.0,Essence,5.0,125.0,Manuelle,4.0,6.0,2018.0
827,9990.0,43914.0,Essence,5.0,120.0,Manuelle,2.0,5.0,2017.0
828,11990.0,41285.0,Essence,5.0,139.0,Automatique,4.0,5.0,2018.0
829,13490.0,65105.0,Essence,5.0,117.0,Manuelle,4.0,8.0,2017.0
830,11990.0,11647.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
831,8990.0,119000.0,Diesel,5.0,98.0,Manuelle,4.0,4.0,2015.0
832,7590.0,165200.0,Diesel,5.0,188.0,Manuelle,4.0,9.0,2007.0
833,6200.0,87000.0,Essence,,,Manuelle,2.0,,
834,15980.0,45000.0,Diesel,5.0,,Manuelle,4.0,6.0,
835,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
836,24425.0,25715.0,Essence,5.0,,Automatique,4.0,7.0,
837,12980.0,26500.0,Essence,5.0,,Manuelle,4.0,5.0,
838,16980.0,44000.0,Diesel,5.0,,Manuelle,4.0,7.0,
839,28490.0,1500.0,Diesel,5.0,,Manuelle,4.0,8.0,2020.0
840,24490.0,1500.0,Hybride,5.0,,Automatique,5.0,7.0,2020.0
841,30990.0,1500.0,Diesel,5.0,,Automatique,5.0,8.0,2020.0
842,25990.0,1500.0,Diesel,5.0,,Automatique,5.0,6.0,2020.0
843,28490.0,1500.0,Essence,5.0,,Automatique,5.0,9.0,2020.0
844,34490.0,1500.0,Diesel,5.0,,Automatique,4.0,11.0,2020.0
845,47990.0,1500.0,Diesel,7.0,,Automatique,5.0,11.0,2020.0
846,7490.0,41820.0,,5.0,,Automatique,5.0,1.0,2016.0
847,9990.0,28054.0,Essence,4.0,99.0,Manuelle,5.0,4.0,2018.0
848,10490.0,24381.0,Essence,4.0,,Manuelle,5.0,4.0,2018.0
849,8990.0,129000.0,Diesel,5.0,,Manuelle,5.0,7.0,
850,11990.0,152000.0,Diesel,5.0,,Automatique,5.0,9.0,
851,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
852,15990.0,79000.0,Diesel,5.0,133.0,Manuelle,5.0,7.0,2016.0
853,24990.0,134987.0,Diesel,5.0,244.0,Automatique,5.0,17.0,2010.0
854,26900.0,15179.0,Essence,5.0,113.0,,4.0,7.0,2020.0
855,26990.0,114200.0,Diesel,5.0,,Automatique,4.0,11.0,2014.0
856,6950.0,13721.0,Essence,4.0,95.0,,2.0,4.0,2017.0
857,12200.0,18930.0,Essence,5.0,93.0,,4.0,4.0,2020.0
858,6990.0,20907.0,Essence,4.0,105.0,,4.0,4.0,2015.0
859,21599.0,12918.0,Essence,5.0,,Manuelle,4.0,7.0,
860,16499.0,68869.0,Diesel,5.0,,Automatique,4.0,7.0,
861,20499.0,4985.0,Essence,5.0,,Manuelle,4.0,6.0,
862,13490.0,26608.0,Essence,5.0,123.0,Manuelle,5.0,5.0,2019.0
863,23990.0,18712.0,Diesel,5.0,,Automatique,5.0,8.0,2019.0
864,11990.0,17095.0,,5.0,,Automatique,5.0,1.0,2018.0
865,7990.0,57257.0,Essence,4.0,99.0,Manuelle,5.0,4.0,2016.0
866,8990.0,9005.0,Essence,4.0,125.0,Manuelle,5.0,4.0,2018.0
867,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
868,9490.0,21283.0,Essence,4.0,99.0,Manuelle,5.0,4.0,2018.0
869,21490.0,1500.0,Essence,5.0,,Automatique,5.0,7.0,2020.0
870,21990.0,1500.0,Diesel,5.0,,Manuelle,5.0,6.0,2020.0
871,27490.0,41100.0,Essence,5.0,,Automatique,5.0,14.0,2017.0
872,14490.0,38912.0,Diesel,2.0,,Manuelle,5.0,5.0,2017.0
873,17990.0,74400.0,Diesel,5.0,103.0,Automatique,5.0,5.0,2018.0
874,13490.0,28070.0,Essence,5.0,119.0,Manuelle,5.0,7.0,2016.0
875,8990.0,88600.0,Essence,5.0,124.0,Manuelle,4.0,6.0,2014.0
876,15490.0,29415.0,Diesel,5.0,111.0,Manuelle,5.0,5.0,2018.0
877,9990.0,24960.0,Essence,4.0,99.0,Manuelle,5.0,4.0,2017.0
878,7490.0,61239.0,Essence,4.0,112.0,Manuelle,5.0,4.0,2017.0
879,13990.0,57000.0,Diesel,5.0,95.0,Automatique,5.0,5.0,2017.0
880,13990.0,78218.0,Diesel,2.0,,Manuelle,5.0,5.0,2017.0
881,13990.0,36000.0,Diesel,5.0,115.0,Manuelle,4.0,6.0,2016.0
882,18490.0,190000.0,Diesel,,,Automatique,4.0,,2013.0
883,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
884,16490.0,73000.0,Diesel,,,Automatique,4.0,8.0,2016.0
885,7000.0,75000.0,Essence,5.0,,Manuelle,,5.0,2010.0
886,13990.0,118700.0,Essence,5.0,,Manuelle,,16.0,2010.0
887,21400.0,52600.0,Diesel,5.0,112.0,Automatique,4.0,8.0,2018.0
888,3990.0,170000.0,Diesel,7.0,,Manuelle,5.0,8.0,2008.0
889,13999.0,13685.0,Essence,5.0,,Manuelle,4.0,4.0,
890,9499.0,64633.0,Essence,5.0,,Manuelle,4.0,4.0,
891,10490.0,150000.0,Diesel,,,Manuelle,5.0,,2010.0
892,13990.0,138000.0,Diesel,,,Automatique,5.0,,2013.0
893,20995.0,18563.0,Essence,5.0,,Automatique,4.0,6.0,
894,19999.0,5892.0,Essence,5.0,,Manuelle,4.0,5.0,
895,10499.0,89141.0,Essence,5.0,,Manuelle,4.0,4.0,
896,12999.0,27309.0,Essence,5.0,,Automatique,4.0,5.0,
897,10999.0,23947.0,Essence,5.0,,Automatique,4.0,5.0,
898,13499.0,30022.0,Diesel,5.0,,Manuelle,4.0,4.0,
899,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
900,22499.0,26063.0,Essence,5.0,,Automatique,4.0,7.0,
901,12990.0,16950.0,Diesel,5.0,86.0,Manuelle,4.0,5.0,2019.0
902,12990.0,108200.0,Diesel,7.0,106.0,Automatique,4.0,6.0,2017.0
903,11990.0,113072.0,Diesel,5.0,103.0,Automatique,4.0,6.0,2017.0
904,12990.0,95051.0,Diesel,5.0,103.0,Automatique,4.0,6.0,2017.0
905,9990.0,35300.0,Essence,5.0,112.0,Manuelle,4.0,6.0,2016.0
906,51990.0,31000.0,Diesel,5.0,155.0,Automatique,4.0,10.0,2018.0
907,21890.0,68056.0,Diesel,5.0,105.0,Manuelle,4.0,5.0,2017.0
908,38980.0,115534.0,Diesel,5.0,141.0,Automatique,4.0,15.0,2016.0
909,24790.0,3989.0,Essence,5.0,127.0,Manuelle,4.0,6.0,2019.0
910,11999.0,29660.0,Essence,5.0,,Manuelle,4.0,4.0,
911,12999.0,49454.0,Diesel,5.0,,Manuelle,4.0,5.0,
912,20499.0,15499.0,Essence,5.0,,Manuelle,4.0,5.0,
913,22499.0,7500.0,Essence,5.0,,Automatique,4.0,5.0,2020.0
914,49499.0,9253.0,,5.0,,Automatique,4.0,11.0,2020.0
915,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
916,10995.0,61186.0,Essence,5.0,,Manuelle,4.0,5.0,
917,12995.0,44315.0,Essence,5.0,,Manuelle,4.0,5.0,2017.0
918,22995.0,13977.0,Essence,5.0,,Manuelle,4.0,9.0,
919,27499.0,28386.0,Diesel,7.0,,Manuelle,4.0,6.0,2019.0
920,9499.0,15062.0,Essence,4.0,,Manuelle,4.0,4.0,
921,10999.0,73308.0,Essence,5.0,,Automatique,4.0,6.0,2015.0
922,12999.0,8829.0,Essence,4.0,,Manuelle,4.0,4.0,
923,13999.0,57717.0,Diesel,5.0,,Manuelle,4.0,5.0,
924,14499.0,59332.0,Diesel,5.0,,Manuelle,4.0,6.0,
925,17999.0,44860.0,Diesel,5.0,,Manuelle,4.0,5.0,
926,18999.0,26325.0,Diesel,5.0,,Manuelle,4.0,5.0,
927,19599.0,6612.0,Essence,5.0,,Manuelle,4.0,5.0,
928,19999.0,9796.0,Diesel,5.0,,Manuelle,4.0,5.0,
929,12499.0,11080.0,Essence,5.0,,Manuelle,4.0,4.0,
930,14099.0,12832.0,Essence,5.0,,Manuelle,4.0,4.0,2017.0
931,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
932,15099.0,17596.0,Essence,5.0,,Manuelle,4.0,4.0,2019.0
933,19999.0,15426.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
934,19999.0,7650.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
935,20999.0,13557.0,Essence,5.0,,Automatique,4.0,5.0,2020.0
936,23599.0,34640.0,Essence,5.0,,Manuelle,4.0,7.0,2020.0
937,31999.0,9312.0,Essence,7.0,,Manuelle,4.0,7.0,
938,15990.0,54930.0,Diesel,5.0,99.0,Manuelle,4.0,5.0,2017.0
939,14990.0,25470.0,Diesel,5.0,93.0,Manuelle,4.0,5.0,2019.0
940,16590.0,11216.0,Essence,5.0,104.0,Manuelle,4.0,5.0,2019.0
941,19990.0,15495.0,Essence,5.0,118.0,Manuelle,4.0,7.0,2019.0
942,20990.0,38558.0,Essence,5.0,115.0,Automatique,4.0,7.0,2019.0
943,17990.0,29869.0,Essence,5.0,131.0,Automatique,4.0,8.0,2019.0
944,19990.0,45819.0,Diesel,5.0,112.0,Automatique,4.0,6.0,2018.0
945,7990.0,37052.0,Essence,5.0,121.0,Manuelle,2.0,5.0,2016.0
946,25890.0,8624.0,Diesel,5.0,,Automatique,4.0,6.0,2020.0
947,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
948,23990.0,25000.0,Diesel,5.0,101.0,Automatique,4.0,6.0,2020.0
949,22990.0,25000.0,Diesel,5.0,101.0,Automatique,4.0,6.0,2020.0
950,6590.0,124439.0,Essence,5.0,139.0,Manuelle,4.0,7.0,2012.0
951,27990.0,37893.0,Diesel,5.0,124.0,Automatique,4.0,9.0,2018.0
952,16590.0,39085.0,Diesel,5.0,103.0,Manuelle,4.0,6.0,2018.0
953,11990.0,17585.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
954,11990.0,9927.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
955,16990.0,16845.0,Essence,5.0,107.0,Manuelle,4.0,5.0,2019.0
956,18990.0,9934.0,Diesel,5.0,103.0,Manuelle,4.0,5.0,2019.0
957,11990.0,15105.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
958,7990.0,58895.0,Diesel,5.0,101.0,Manuelle,2.0,4.0,2015.0
959,13990.0,53568.0,Essence,5.0,130.0,Automatique,4.0,9.0,2015.0
960,12990.0,64500.0,Essence,7.0,118.0,Manuelle,4.0,7.0,2016.0
961,17990.0,21941.0,Diesel,5.0,103.0,Manuelle,4.0,5.0,2019.0
962,16990.0,16462.0,Essence,5.0,108.0,Manuelle,4.0,5.0,2019.0
963,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
964,16990.0,25195.0,Diesel,5.0,115.0,Manuelle,4.0,6.0,2019.0
965,17990.0,23856.0,Diesel,7.0,119.0,Manuelle,4.0,7.0,2017.0
966,20990.0,31938.0,Essence,5.0,118.0,Manuelle,4.0,7.0,2019.0
967,23990.0,26534.0,Diesel,5.0,109.0,Automatique,4.0,7.0,2019.0
968,24430.0,4051.0,Diesel,5.0,125.0,Automatique,4.0,7.0,2020.0
969,12790.0,26719.0,Essence,5.0,104.0,Manuelle,4.0,4.0,2018.0
970,6990.0,73689.0,Electrique,4.0,-1.0,Automatique,4.0,1.0,2012.0
971,9490.0,71931.0,Diesel,5.0,90.0,Manuelle,4.0,4.0,2016.0
972,27990.0,85016.0,Diesel,7.0,124.0,Automatique,4.0,9.0,2018.0
973,23490.0,3878.0,Essence,5.0,105.0,Manuelle,4.0,6.0,2020.0
974,8490.0,55388.0,Essence,4.0,99.0,Manuelle,4.0,4.0,2015.0
975,11990.0,49621.0,Essence,5.0,104.0,Manuelle,4.0,4.0,2018.0
976,13290.0,77037.0,Essence,5.0,150.0,Automatique,4.0,9.0,2015.0
977,15990.0,61747.0,Essence,5.0,110.0,Automatique,4.0,6.0,2017.0
978,13990.0,44348.0,Diesel,5.0,95.0,Manuelle,4.0,4.0,2017.0
979,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
980,23990.0,6377.0,Essence,5.0,132.0,Manuelle,4.0,7.0,2020.0
981,12990.0,21882.0,Essence,5.0,,Manuelle,4.0,4.0,2018.0
982,26990.0,18925.0,Diesel,5.0,123.0,Manuelle,4.0,8.0,2018.0
983,10990.0,79292.0,Diesel,5.0,,Manuelle,4.0,3.0,2017.0
984,18490.0,24963.0,Diesel,5.0,115.0,Manuelle,4.0,6.0,2019.0
985,14990.0,57059.0,Essence,5.0,112.0,Automatique,4.0,7.0,2015.0
986,16290.0,13056.0,Essence,5.0,93.0,Manuelle,4.0,4.0,2019.0
987,14590.0,80062.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2017.0
988,19490.0,23079.0,Diesel,5.0,97.0,Manuelle,4.0,5.0,2019.0
989,11990.0,107472.0,Diesel,7.0,109.0,Manuelle,4.0,7.0,2014.0
990,15290.0,89543.0,Diesel,5.0,99.0,Automatique,4.0,6.0,2018.0
991,17990.0,58558.0,Diesel,5.0,96.0,Manuelle,4.0,6.0,2018.0
992,27990.0,25475.0,Diesel,5.0,99.0,Automatique,4.0,6.0,2019.0
993,16990.0,20920.0,Essence,5.0,112.0,Manuelle,4.0,7.0,2019.0
994,28990.0,5610.0,Essence,5.0,115.0,Automatique,4.0,7.0,2019.0
995,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
998,20990.0,31938.0,Essence,5.0,118.0,Manuelle,4.0,7.0,2019.0
999,23990.0,26534.0,Diesel,5.0,109.0,Automatique,4.0,7.0,2019.0
1000,24430.0,4051.0,Diesel,5.0,125.0,Automatique,4.0,7.0,2020.0
1001,12790.0,26719.0,Essence,5.0,104.0,Manuelle,4.0,4.0,2018.0
1002,6990.0,73689.0,Electrique,4.0,-1.0,Automatique,4.0,1.0,2012.0
1003,9490.0,71931.0,Diesel,5.0,90.0,Manuelle,4.0,4.0,2016.0
1004,27990.0,85016.0,Diesel,7.0,124.0,Automatique,4.0,9.0,2018.0
1005,23490.0,3878.0,Essence,5.0,105.0,Manuelle,4.0,6.0,2020.0
1006,8490.0,55388.0,Essence,4.0,99.0,Manuelle,4.0,4.0,2015.0
1007,11990.0,49621.0,Essence,5.0,104.0,Manuelle,4.0,4.0,2018.0
1008,13290.0,77037.0,Essence,5.0,150.0,Automatique,4.0,9.0,2015.0
1009,15990.0,61747.0,Essence,5.0,110.0,Automatique,4.0,6.0,2017.0
1010,13990.0,44348.0,Diesel,5.0,95.0,Manuelle,4.0,4.0,2017.0
1011,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1012,23990.0,6377.0,Essence,5.0,132.0,Manuelle,4.0,7.0,2020.0
1013,12990.0,21882.0,Essence,5.0,,Manuelle,4.0,4.0,2018.0
1014,26990.0,18925.0,Diesel,5.0,123.0,Manuelle,4.0,8.0,2018.0
1015,10990.0,79292.0,Diesel,5.0,,Manuelle,4.0,3.0,2017.0
1016,18490.0,24963.0,Diesel,5.0,115.0,Manuelle,4.0,6.0,2019.0
1017,14990.0,57059.0,Essence,5.0,112.0,Automatique,4.0,7.0,2015.0
1018,16290.0,13056.0,Essence,5.0,93.0,Manuelle,4.0,4.0,2019.0
1019,14590.0,80062.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2017.0
1020,19490.0,23079.0,Diesel,5.0,97.0,Manuelle,4.0,5.0,2019.0
1021,11990.0,107472.0,Diesel,7.0,109.0,Manuelle,4.0,7.0,2014.0
1022,15290.0,89543.0,Diesel,5.0,99.0,Automatique,4.0,6.0,2018.0
1023,17990.0,58558.0,Diesel,5.0,96.0,Manuelle,4.0,6.0,2018.0
1024,27990.0,25475.0,Diesel,5.0,99.0,Automatique,4.0,6.0,2019.0
1025,16990.0,20920.0,Essence,5.0,112.0,Manuelle,4.0,7.0,2019.0
1026,28990.0,5610.0,Essence,5.0,115.0,Automatique,4.0,7.0,2019.0
1027,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1028,28990.0,12267.0,Diesel,5.0,99.0,Automatique,4.0,6.0,2019.0
1029,14990.0,45214.0,Essence,5.0,112.0,Manuelle,4.0,7.0,2018.0
1030,24990.0,10941.0,Essence,5.0,118.0,Manuelle,4.0,7.0,2019.0
1031,14990.0,5830.0,Diesel,5.0,86.0,Manuelle,4.0,5.0,2019.0
1032,13990.0,17655.0,Diesel,5.0,90.0,Manuelle,4.0,5.0,2019.0
1033,9690.0,70277.0,Essence,5.0,132.0,Manuelle,4.0,5.0,2017.0
1034,26990.0,20000.0,Diesel,5.0,102.0,Manuelle,4.0,6.0,2019.0
1035,13490.0,17000.0,Essence,5.0,108.0,Manuelle,4.0,4.0,2019.0
1036,12390.0,127868.0,Diesel,5.0,85.0,Manuelle,4.0,5.0,2017.0
1037,13990.0,19667.0,Essence,5.0,112.0,Manuelle,4.0,4.0,2018.0
1038,11490.0,66845.0,Diesel,5.0,90.0,Manuelle,4.0,4.0,2018.0
1039,15990.0,32289.0,Diesel,5.0,86.0,Manuelle,4.0,5.0,2019.0
1040,11990.0,36505.0,Essence,5.0,108.0,Manuelle,4.0,4.0,2019.0
1041,11990.0,10315.0,Essence,5.0,105.0,Manuelle,4.0,4.0,2019.0
1042,17490.0,33646.0,Diesel,5.0,97.0,Manuelle,4.0,5.0,2018.0
1043,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1044,11690.0,36292.0,Diesel,5.0,90.0,Manuelle,4.0,4.0,2018.0
1045,10790.0,61457.0,Essence,5.0,128.0,Manuelle,2.0,5.0,2018.0
1046,12990.0,11640.0,Essence,5.0,124.0,Manuelle,4.0,5.0,2019.0
1047,14790.0,5000.0,Essence,5.0,128.0,Manuelle,4.0,4.0,2020.0
1048,12390.0,16140.0,Essence,4.0,,Manuelle,2.0,5.0,2019.0
1049,12590.0,39341.0,Essence,5.0,,Manuelle,4.0,4.0,2019.0
1050,28490.0,48316.0,Diesel,7.0,,Automatique,4.0,6.0,2019.0
1051,8590.0,96075.0,Essence,5.0,108.0,Manuelle,4.0,4.0,2016.0
1052,10690.0,104994.0,Diesel,5.0,79.0,Manuelle,4.0,3.0,2017.0
1053,7890.0,104278.0,Diesel,5.0,98.0,Manuelle,4.0,4.0,2012.0
1054,10390.0,138759.0,Diesel,5.0,94.0,Manuelle,4.0,5.0,2016.0
1055,24890.0,10105.0,Diesel,5.0,,Manuelle,4.0,7.0,2019.0
1056,19490.0,13926.0,Essence,5.0,110.0,Automatique,4.0,6.0,2018.0
1057,22990.0,37108.0,Diesel,5.0,,Manuelle,4.0,6.0,2018.0
1058,16990.0,64408.0,Diesel,5.0,92.0,Manuelle,4.0,6.0,2018.0
1059,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1060,15990.0,46928.0,Essence,5.0,,Manuelle,4.0,7.0,2017.0
1061,18900.0,18861.0,Diesel,5.0,97.0,Manuelle,4.0,5.0,2019.0
1062,21990.0,45705.0,Essence,7.0,130.0,Automatique,4.0,9.0,2017.0
1063,12490.0,58682.0,Essence,5.0,116.0,Manuelle,4.0,4.0,2018.0
1064,13490.0,18845.0,Essence,5.0,116.0,Manuelle,4.0,4.0,2018.0
1065,13990.0,80474.0,Diesel,5.0,100.0,Automatique,4.0,6.0,2018.0
1066,10990.0,87041.0,Diesel,5.0,93.0,Manuelle,4.0,4.0,2017.0
1067,13490.0,12917.0,Essence,5.0,109.0,Manuelle,4.0,4.0,2018.0
1068,16990.0,36626.0,Diesel,5.0,104.0,Manuelle,4.0,5.0,2018.0
1069,29990.0,5175.0,Essence,5.0,109.0,Automatique,4.0,6.0,2020.0
1070,30990.0,11910.0,Essence,5.0,115.0,Automatique,4.0,8.0,2019.0
1071,31490.0,10204.0,Essence,5.0,115.0,Automatique,4.0,8.0,2019.0
1072,19890.0,21917.0,Diesel,5.0,108.0,Automatique,4.0,7.0,2017.0
1073,12990.0,104756.0,Diesel,,,Manuelle,5.0,4.0,2016.0
